0,1
P11,S2179
P11,S482
P11,S1562
P11,S2908
P11,S639
P11,S69
P11,S327
P11,S1513
P11,S552
P11,S1116
P11,S398
P11,S6878
P11,S171
P11,S1030
P11,S799
P11,S2802
P11,S942
P11,S762
P11,S3345
P11,S1887
P11,S1190
P11,S894
P11,S494
P11,S3269
P11,S2356
P11,S966
P11,S7538
P11,S2257
P11,S488
P11,S1512
P11,S1775
P11,S1508
P11,S1767
P11,S2915
P11,S550
P11,S7593
P11,S949
P11,S1755
P11,S1145
P11,S1754
P11,S1311
P11,S2865
P11,S634
P11,S2168
P11,S735
P11,S870
P11,S1716
P11,S1697
P11,S732
P586,S1
P586,S20
P586,S1283
P586,S14
P586,S135
P586,S33
P586,S592
P586,S2753
P35,S1
P35,S2149
P35,S57
P35,S15
P35,S2
P35,S126
P35,S459
P35,S255
P35,S346
P35,S9
P35,S22
P35,S578
P35,S4
P35,S1590
P35,S1147
P35,S491
P35,S258
P35,S260
P35,S2853
P35,S117
P35,S2152
P35,S994
P35,S60
P35,S51
P35,S375
P35,S281
P35,S269
P35,S2336
P35,S190
P35,S114
P35,S1386
P35,S70
P35,S26
P35,S2293
P35,S12
P35,S437
P35,S1233
P35,S104
P35,S98
P35,S284
P35,S360
P35,S427
P35,S548
P35,S2727
P35,S2479
P35,S824
P35,S48
P35,S530
P35,S1873
P35,S279
P35,S50
P35,S7335
P35,S64
P35,S86
P35,S233
P35,S192
P35,S1894
P35,S2436
P35,S832
P35,S900
P35,S2289
P35,S1134
P35,S7087
P35,S94
P35,S7369
P35,S212
P35,S954
P35,S2807
P35,S800
P35,S232
P35,S598
P35,S2208
P35,S1597
P35,S6434
P35,S2223
P35,S486
P35,S1689
P35,S4888
P35,S3999
P35,S2561
P35,S1658
P15,S1
P15,S87
P15,S37
P15,S20
P15,S11
P15,S35
P15,S2
P15,S126
P15,S958
P15,S17
P15,S58
P15,S96
P15,S196
P15,S9
P15,S75
P15,S22
P15,S155
P15,S1590
P15,S2090
P15,S491
P15,S67
P15,S29
P15,S264
P15,S304
P15,S164
P15,S159
P15,S51
P15,S91
P15,S40
P15,S375
P15,S165
P15,S681
P15,S272
P15,S24
P15,S19
P15,S133
P15,S281
P15,S269
P15,S2336
P15,S190
P15,S211
P15,S114
P15,S1386
P15,S70
P15,S137
P15,S88
P15,S2293
P15,S33
P15,S274
P15,S122
P15,S104
P15,S3096
P15,S98
P15,S1162
P15,S427
P15,S824
P15,S48
P15,S967
P15,S966
P15,S949
P15,S651
P15,S530
P15,S376
P15,S1873
P15,S279
P15,S1351
P15,S7335
P15,S352
P15,S64
P15,S246
P15,S86
P15,S233
P15,S953
P15,S605
P15,S192
P15,S3447
P15,S766
P15,S1074
P15,S558
P15,S1596
P15,S1894
P15,S498
P15,S698
P15,S2436
P15,S1396
P15,S3410
P15,S7161
P15,S378
P15,S984
P15,S180
P15,S186
P15,S499
P15,S832
P15,S900
P15,S2289
P15,S1134
P15,S2434
P15,S906
P15,S1906
P15,S905
P15,S2426
P15,S1895
P15,S374
P15,S2417
P15,S7087
P15,S3372
P15,S7063
P15,S94
P15,S3120
P15,S438
P15,S1471
P15,S853
P15,S682
P1445,S1
P1445,S4
P152,S1
P152,S20
P152,S44
P152,S38
P152,S7603
P152,S75
P152,S22
P152,S148
P152,S168
P152,S91
P152,S54
P152,S216
P152,S272
P152,S236
P152,S769
P152,S672
P152,S512
P152,S1691
P152,S251
P152,S7552
P152,S988
P152,S626
P152,S253
P152,S48
P152,S908
P152,S1628
P2,S1
P2,S89
P2,S161
P2,S87
P2,S37
P2,S20
P2,S11
P2,S35
P2,S15
P2,S113
P2,S44
P2,S10
P2,S126
P2,S330
P2,S17
P2,S38
P2,S223
P2,S58
P2,S96
P2,S146
P2,S121
P2,S7603
P2,S9
P2,S75
P2,S175
P2,S22
P2,S710
P2,S4
P2,S250
P2,S249
P2,S222
P2,S179
P2,S67
P2,S30
P2,S1494
P2,S117
P2,S587
P2,S42
P2,S264
P2,S1475
P2,S90
P2,S1232
P2,S503
P2,S379
P2,S1368
P2,S164
P2,S244
P2,S62
P2,S2244
P2,S148
P2,S7403
P2,S52
P2,S159
P2,S66
P2,S60
P2,S585
P2,S97
P2,S2006
P2,S1421
P2,S353
P2,S51
P2,S185
P2,S312
P2,S168
P2,S354
P2,S108
P2,S91
P2,S40
P2,S271
P2,S119
P2,S54
P2,S375
P2,S177
P2,S31
P2,S47
P2,S23
P2,S74
P2,S165
P2,S306
P2,S8
P2,S242
P2,S412
P2,S381
P2,S561
P2,S216
P2,S107
P2,S681
P2,S79
P2,S272
P2,S39
P2,S150
P2,S181
P2,S109
P2,S2404
P2,S24
P2,S19
P2,S7
P2,S348
P2,S473
P2,S1921
P2,S99
P2,S1380
P2,S73
P2,S85
P2,S189
P2,S787
P2,S133
P2,S1709
P2,S658
P2,S293
P2,S768
P2,S45
P2,S471
P2,S1632
P2,S281
P2,S269
P2,S2336
P2,S206
P2,S241
P2,S190
P2,S7577
P2,S798
P2,S211
P2,S140
P2,S217
P2,S182
P2,S236
P2,S777
P2,S1098
P2,S106
P2,S237
P2,S1401
P2,S1409
P2,S769
P2,S1209
P2,S917
P2,S114
P2,S2698
P2,S1127
P2,S1009
P2,S1386
P2,S173
P2,S43
P2,S647
P2,S5
P2,S1156
P2,S553
P2,S170
P2,S93
P2,S145
P2,S1523
P2,S350
P2,S77
P2,S1785
P2,S166
P2,S489
P2,S25
P2,S83
P2,S277
P2,S70
P2,S1487
P2,S270
P2,S871
P2,S389
P2,S544
P2,S2631
P2,S672
P2,S137
P2,S424
P2,S65
P2,S1693
P2,S475
P2,S449
P2,S1998
P2,S1977
P2,S915
P2,S63
P2,S1957
P2,S1635
P2,S508
P2,S2499
P2,S2497
P2,S299
P2,S1225
P2,S238
P2,S2488
P2,S1936
P2,S382
P2,S355
P2,S1090
P2,S1222
P2,S21
P2,S564
P2,S2459
P2,S774
P2,S209
P2,S1922
P2,S504
P2,S987
P2,S2446
P2,S986
P2,S1603
P2,S446
P2,S436
P2,S512
P113,S1
P113,S37
P113,S152
P113,S2
P113,S17
P113,S9
P113,S155
P113,S4
P113,S154
P113,S29
P113,S72
P113,S353
P113,S271
P113,S54
P113,S177
P113,S7
P113,S293
P113,S1127
P113,S553
P113,S170
P113,S145
P113,S350
P113,S65
P113,S188
P113,S14
P113,S6
P113,S358
P113,S757
P113,S801
P113,S78
P113,S660
P113,S502
P113,S1607
P44,S1
P44,S152
P44,S2
P44,S10
P44,S58
P44,S156
P44,S22
P44,S249
P44,S613
P44,S379
P44,S148
P44,S40
P44,S23
P44,S24
P44,S1921
P44,S45
P44,S106
P44,S1009
P44,S77
P44,S1090
P44,S446
P44,S16
P44,S6
P44,S163
P44,S49
P44,S632
P44,S12
P44,S100
P44,S131
P44,S501
P44,S323
P44,S711
P44,S1087
P44,S82
P44,S593
P44,S1078
P44,S442
P44,S101
P44,S129
P44,S1131
P44,S1076
P44,S715
P44,S608
P44,S445
P44,S1729
P44,S803
P44,S476
P44,S1429
P44,S662
P2401,S1
P2401,S12
P10,S1
P10,S89
P10,S161
P10,S37
P10,S57
P10,S118
P10,S11
P10,S2
P10,S44
P10,S17
P10,S58
P10,S146
P10,S454
P10,S1573
P10,S142
P10,S259
P10,S156
P10,S75
P10,S175
P10,S22
P10,S710
P10,S4
P10,S249
P10,S174
P10,S296
P10,S222
P10,S491
P10,S179
P10,S1167
P10,S67
P10,S258
P10,S623
P10,S29
P10,S347
P10,S1288
P10,S2129
P10,S42
P10,S725
P10,S545
P10,S62
P10,S52
P10,S159
P10,S66
P10,S97
P10,S51
P10,S185
P10,S168
P10,S40
P10,S54
P10,S177
P10,S8
P10,S242
P10,S39
P10,S150
P10,S24
P10,S99
P10,S73
P10,S787
P10,S190
P10,S798
P10,S140
P10,S777
P10,S93
P10,S77
P10,S166
P10,S25
P10,S277
P10,S65
P10,S562
P10,S139
P10,S318
P10,S3
P10,S92
P10,S103
P10,S26
P10,S56
P10,S492
P10,S88
P10,S7512
P10,S49
P10,S320
P10,S1550
P10,S1536
P10,S33
P10,S510
P10,S1702
P10,S664
P10,S1636
P10,S468
P10,S265
P10,S918
P10,S840
P10,S695
P10,S946
P10,S686
P10,S614
P10,S319
P10,S487
P10,S201
P10,S225
P10,S592
P10,S130
P10,S315
P10,S7334
P10,S7564
P10,S334
P10,S187
P10,S2179
P10,S102
P10,S975
P10,S935
P10,S1797
P10,S2250
P10,S1040
P10,S1424
P10,S1772
P10,S2204
P10,S1150
P10,S1762
P10,S2190
P10,S1018
P10,S482
P10,S413
P10,S1673
P10,S1562
P10,S3122
P10,S1111
P10,S1031
P10,S3014
P10,S2986
P10,S456
P10,S1137
P10,S1327
P10,S941
P10,S2957
P10,S741
P10,S2215
P10,S1324
P10,S2908
P10,S639
P10,S1146
P10,S2787
P10,S2188
P10,S69
P10,S1307
P10,S2778
P10,S914
P10,S48
P10,S1078
P10,S383
P10,S2582
P10,S1981
P10,S2558
P10,S226
P10,S1992
P10,S1430
P10,S1988
P10,S478
P10,S1967
P10,S2519
P10,S719
P10,S7438
P10,S569
P2378,S1
P2378,S34
P126,S87
P126,S35
P126,S15
P126,S2
P126,S96
P126,S24
P126,S293
P126,S269
P126,S2336
P126,S114
P126,S389
P126,S98
P126,S824
P126,S64
P126,S86
P126,S233
P126,S605
P126,S192
P126,S2417
P126,S94
P126,S230
P126,S421
P126,S1554
P126,S1593
P126,S3381
P3245,S1
P783,S1
P783,S19
P783,S7564
P783,S863
P493,S1
P493,S95
P493,S1538
P493,S617
P493,S3
P493,S525
P493,S172
P493,S752
P493,S225
P1358,S1
P1358,S3
P1358,S7394
P1180,S1
P1180,S309
P1180,S177
P1180,S85
P1180,S141
P529,S1
P529,S747
P529,S236
P529,S193
P529,S1210
P529,S677
P529,S992
P529,S421
P529,S1154
P529,S1221
P529,S2316
P529,S2529
P333,S1
P333,S259
P333,S373
P333,S244
P333,S177
P333,S8
P333,S83
P333,S3
P333,S26
P333,S7595
P333,S27
P333,S229
P333,S643
P1538,S1
P1538,S493
P1538,S177
P2282,S1
P1519,S1
P1519,S286
P1519,S191
P2966,S1
P474,S1
P474,S37
P474,S475
P474,S7394
P474,S78
P474,S669
P474,S357
P474,S745
P474,S2901
P474,S1912
P474,S2937
P330,S1
P330,S1496
P330,S22
P330,S178
P330,S7
P330,S190
P330,S43
P330,S6
P330,S26
P330,S53
P330,S227
P330,S695
P330,S246
P330,S1170
P330,S7555
P330,S813
P330,S2410
P958,S1
P958,S15
P958,S155
P958,S798
P958,S92
P958,S641
P958,S7504
P958,S3162
P17,S20
P17,S11
P17,S15
P17,S2
P17,S113
P17,S10
P17,S38
P17,S142
P17,S7410
P17,S156
P17,S255
P17,S7603
P17,S9
P17,S75
P17,S22
P17,S4
P17,S67
P17,S42
P17,S1282
P17,S7403
P17,S159
P17,S66
P17,S60
P17,S97
P17,S51
P17,S40
P17,S31
P17,S47
P17,S306
P17,S107
P17,S681
P17,S79
P17,S39
P17,S798
P17,S211
P17,S140
P17,S145
P17,S350
P17,S77
P17,S1785
P17,S166
P17,S277
P17,S70
P17,S871
P17,S544
P17,S137
P17,S65
P17,S63
P17,S355
P17,S21
P17,S188
P17,S1691
P17,S219
P17,S287
P17,S26
P17,S197
P17,S88
P17,S203
P17,S135
P17,S193
P17,S411
P17,S807
P17,S265
P17,S122
P17,S946
P17,S549
P17,S728
P17,S98
P17,S686
P17,S362
P17,S451
P17,S284
P17,S360
P17,S2821
P17,S78
P17,S176
P17,S315
P17,S622
P17,S639
P17,S48
P17,S799
P17,S942
P17,S680
P17,S542
P17,S1471
P17,S55
P17,S2206
P17,S1300
P17,S1746
P17,S1735
P17,S2125
P17,S212
P17,S1304
P17,S344
P17,S660
P17,S934
P17,S5140
P17,S1305
P17,S1490
P17,S1489
P17,S2143
P17,S1732
P17,S2738
P17,S2105
P17,S1989
P17,S580
P17,S516
P1295,S1
P1295,S22
P1295,S4
P1295,S257
P38,S1
P38,S95
P38,S256
P38,S20
P38,S18
P38,S57
P38,S152
P38,S2
P38,S17
P38,S121
P38,S151
P38,S71
P38,S346
P38,S9
P38,S22
P38,S744
P38,S1520
P38,S260
P38,S301
P38,S1502
P38,S2853
P38,S874
P38,S117
P38,S1482
