0,1
S506,T699
S506,T1645
S506,T2010
S506,T613
S506,T1846
S1757,T585
S1757,T1645
S1757,T2010
S1757,T965
S1757,T1846
S327,T1696
S1132,T1941
S1132,T2016
S1525,T1799
S1199,T930
S1275,T1900
S1331,T652
S142,T1891
S1360,T1089
S1360,T1922
S1557,T508
S574,T2101
S574,T734
S510,T884
S1780,T957
S180,T1827
S151,T709
S151,T941
S151,T270
S108,T743
S1202,T1205
S1202,T1827
S519,T2028
S519,T673
S744,T882
S744,T1522
S119,T1839
S477,T153
S477,T211
S477,T957
S477,T789
S477,T1616
S477,T82
S477,T220
S610,T1871
S610,T1787
S610,T957
S1616,T957
S1616,T1942
S36,T1103
S36,T343
S36,T715
S561,T1942
S644,T649
S644,T2081
S644,T1995
S644,T1930
S644,T930
S644,T644
S2081,T930
S2081,T1930
S2081,T1995
S307,T343
S307,T1859
S497,T981
S249,T1451
S249,T2010
S249,T848
S249,T343
S249,T1846
S1704,T981
S1053,T343
S1053,T1098
S74,T343
S670,T1367
S670,T276
S43,T955
S43,T811
S143,T103
S143,T849
S143,T1945
S619,T692
S619,T794
S13,T324
S13,T543
S1688,T277
S1688,T683
S1688,T1381
S1688,T1002
S1688,T800
S1688,T343
S1910,T1553
S802,T2050
S768,T946
S1251,T1637
S1251,T1541
S504,T1132
S504,T1503
S504,T1611
S699,T1343
S699,T1645
S699,T707
S1348,T1942
S1106,T1252
S1106,T846
S1106,T1739
S636,T908
S636,T947
S613,T1809
S613,T892
S613,T695
S613,T1953
S654,T1785
S270,T916
S270,T343
S270,T1256
S270,T1026
S786,T1170
S786,T877
S585,T2043
S585,T1004
S1170,T2037
S1544,T1572
S1544,T1785
S608,T1785
S2098,T1603
S1075,T1960
S1075,T1134
S757,T1785
S757,T258
S2038,T418
S2038,T1696
S2038,T1846
S1531,T397
S312,T1878
S312,T889
S1247,T400
S1031,T1941
S1031,T37
S1031,T377
S1031,T2016
S774,T799
S774,T944
S1110,T893
S1110,T258
S665,T665
S665,T1715
S1063,T755
S1063,T766
S189,T416
S189,T1367
S359,T360
S359,T2054
S359,T657
S1201,T1924
S73,T277
S73,T343
S73,T1266
S939,T1553
S91,T255
S91,T1282
S1070,T522
S1070,T552
S1070,T2058
S1070,T1359
S1070,T2009
S1070,T1545
S859,T2018
S1328,T1463
S226,T1517
S226,T718
S1148,T397
S524,T704
S1883,T1746
S1479,T1892
S1479,T68
S1479,T890
S1252,T1446
S1234,T1549
S1580,T800
S893,T2054
S1512,T1891
S1512,T718
S1512,T1924
S1835,T957
S1638,T1842
S1084,T1196
S1084,T277
S1084,T1381
S1084,T849
S1084,T343
S1084,T1134
S267,T806
S1614,T1723
S2048,T248
S2048,T343
S1748,T988
S1561,T884
S1561,T526
S1561,T563
S1561,T952
S1406,T343
S1378,T1256
S1094,T993
S1094,T1741
S1094,T381
S1094,T752
S1822,T1620
S1822,T960
S115,T1345
S115,T221
S115,T1504
S115,T323
S115,T2038
S115,T482
S115,T327
S1979,T1779
S1979,T522
S1979,T1844
S1979,T726
S1979,T981
S1979,T497
S1340,T1448
S1340,T636
S1340,T752
S300,T584
S300,T884
S837,T840
S735,T1975
S328,T882
S328,T1663
S328,T617
S328,T1007
S328,T713
S1741,T993
S1741,T719
S1741,T935
S1741,T1945
S1741,T752
S195,T553
S899,T2069
S899,T1110
S899,T1011
S899,T606
S899,T1661
S2010,T987
S2010,T2018
S2010,T1004
S1074,T432
S1074,T323
S1074,T218
S1074,T482
S1074,T327
S1074,T2032
S1074,T878
S1074,T627
S1074,T221
S1074,T935
S1074,T158
S1074,T1212
S1095,T1716
S657,T797
S657,T750
S200,T1736
S200,T319
S200,T930
S211,T957
S211,T1812
S419,T718
S796,T2101
S796,T870
S1945,T1024
S1223,T930
S1467,T522
S1041,T263
S1041,T129
S1041,T996
S1041,T670
S1041,T1354
S1041,T982
S1179,T707
S1179,T497
S1179,T1278
S1179,T363
S1179,T418
S1179,T1392
S1179,T1688
S1179,T1744
S1179,T156
S1179,T1437
S1179,T1704
S1179,T992
S1179,T1306
S1179,T763
S1179,T243
S1179,T715
S1179,T1196
S1179,T143
S1179,T1504
S1179,T167
S1179,T1425
S1179,T249
S1179,T444
S1179,T1757
S1179,T1707
S1211,T531
S80,T1961
S190,T1252
S190,T913
S190,T846
S190,T522
S190,T1739
S190,T664
S190,T508
S190,T769
S190,T609
S190,T2044
S452,T1679
S452,T482
S1219,T1071
S1219,T636
S1219,T286
S1219,T536
S1219,T103
S1219,T381
S1219,T1316
S1219,T1979
S1219,T574
S1219,T1352
S1615,T2059
S1615,T213
S2067,T1972
S563,T1425
S563,T687
S301,T613
S301,T306
S301,T343
S301,T756
S2022,T2022
S1446,T758
S1446,T846
S1446,T1739
S1446,T967
S110,T182
S110,T802
S21,T1009
S21,T1714
S21,T410
S1692,T1741
S1692,T916
S1692,T510
S1692,T1026
S1692,T1959
S870,T2101
S1267,T882
S1267,T258
S309,T882
S309,T1422
S309,T258
S1422,T1267
S1422,T495
S535,T990
S535,T806
S857,T1779
S1492,T1611
S1492,T1525
S1492,T587
S319,T649
S319,T582
S319,T1930
S319,T1995
S1309,T930
S1309,T582
S1309,T1930
S1309,T1995
S1309,T649
S1309,T644
S1995,T930
S1995,T1736
S1995,T900
S1100,T649
S1100,T930
S1100,T582
S1100,T1930
S1125,T1642
S1125,T352
S1125,T258
S651,T689
S651,T258
S651,T1011
S651,T653
S1469,T785
S1469,T1924
S320,T1002
S320,T1875
S31,T1197
S1244,T1452
S1244,T2050
S150,T432
S150,T323
S150,T218
S150,T482
S150,T327
S150,T2032
S150,T627
S150,T221
S150,T935
S150,T158
S150,T1212
S1204,T702
S782,T918
S1756,T2044
S341,T534
S26,T910
S26,T2101
S523,T1916
S597,T882
S597,T802
S597,T1799
S597,T1136
S597,T645
S1736,T130
S631,T1981
S1950,T1981
S1950,T1370
S228,T1077
S228,T1950
S228,T489
S228,T1981
S838,T978
S838,T909
S243,T838
S243,T343
S243,T1651
S243,T1945
S243,T978
S243,T629
S243,T952
S243,T482
S1163,T1372
S1163,T657
S1465,T622
S1465,T957
S106,T106
S106,T283
S106,T343
S1381,T968
S1381,T1996
S1381,T687
S1381,T1392
S1381,T1256
S1381,T1633
S1381,T1883
S1381,T563
S1381,T1306
S1381,T1561
S1381,T1458
S1381,T1651
S1381,T838
S1381,T1390
S1381,T1425
S1381,T1134
S1381,T480
S1381,T1429
S1381,T2091
S1381,T719
S1381,T1515
S1381,T658
S1381,T841
S1381,T952
S1381,T1900
S658,T1002
S658,T734
S1443,T1916
S1443,T466
S1498,T1569
S1498,T519
S329,T399
S329,T1094
S329,T831
S329,T1546
S329,T1848
S329,T1561
S329,T418
S329,T1327
S898,T1674
S2077,T1000
S1503,T2016
S77,T799
S77,T774
S799,T2062
S1216,T825
S1216,T1375
S1216,T424
S1216,T774
S1216,T1715
S1601,T577
S1601,T1612
S1623,T1231
S1623,T813
S1623,T1567
S1623,T729
S1623,T1427
S1623,T1262
S1623,T1141
S343,T968
S343,T103
S343,T418
S343,T1704
S343,T1633
S343,T1707
S343,T1306
S343,T763
S343,T831
S343,T838
S343,T699
S343,T629
S343,T841
S343,T1996
S343,T1999
S343,T1943
S343,T1599
S343,T1515
S343,T374
S343,T992
S343,T1651
S343,T1176
S343,T443
S343,T1529
S343,T250
S343,T1002
S343,T1004
S343,T766
S343,T938
S343,T556
S343,T2018
S343,T451
S343,T531
S343,T943
S343,T1745
S343,T1604
S343,T1474
S343,T1960
S343,T880
S343,T2091
S343,T538
S343,T800
S343,T1900
S343,T1757
S343,T399
S343,T884
S343,T719
S343,T886
S343,T742
S343,T1908
S343,T747
S343,T1392
S343,T1883
S343,T1429
S343,T1425
S343,T818
S343,T346
S343,T613
S1960,T1002
S1960,T1900
S1591,T1307
S1591,T1045
S1591,T1785
S1591,T946
S238,T1919
S1658,T1654
S1658,T1620
S1658,T1553
S1658,T1919
S1658,T939
S1919,T939
S1919,T1553
S1563,T1716
S776,T2017
S2017,T1022
S304,T776
S304,T928
S304,T2017
S1901,T1022
S1901,T966
S1901,T2017
S2003,T1157
S2003,T1901
S2003,T776
S2003,T966
S2003,T2017
S415,T1908
S50,T757
S50,T1785
S1891,T133
S1891,T2015
S1076,T1942
S1076,T1891
S1076,T718
S1086,T957
S1313,T800
S1520,T731
S153,T998
S153,T631
S153,T789
S153,T1672
S153,T1616
S153,T193
S153,T785
S153,T1854
S1550,T957
S1550,T789
S193,T211
S193,T957
S193,T789
S193,T1616
S193,T516
S193,T220
S1052,T211
S1052,T1465
S1530,T531
S1077,T539
S1077,T237
S1846,T585
S1846,T987
S1846,T2034
S1846,T965
S407,T2101
S1998,T2101
S1250,T407
S1250,T1998
S1250,T2101
S287,T758
S287,T1446
S287,T522
S287,T647
S287,T1840
S287,T591
S287,T923
S287,T386
S287,T967
S835,T868
S1228,T345
S1228,T195
S1228,T553
S1375,T946
S59,T1785
S264,T356
S187,T277
S187,T636
S187,T1651
S187,T264
S187,T1561
S187,T952
S187,T563
S277,T399
S277,T884
S277,T1381
S277,T938
S277,T418
S277,T563
S277,T1633
S277,T294
S277,T1599
S277,T1306
S277,T1651
S277,T841
S277,T831
S277,T1176
S277,T978
S277,T1996
S277,T320
S277,T1390
S277,T1134
S277,T838
S277,T1900
S277,T538
S277,T658
S277,T1458
S277,T1429
S86,T1757
S1763,T1763
S1763,T1096
S399,T831
S399,T916
S399,T418
S399,T1327
S399,T1026
S418,T831
S418,T1945
S418,T1327
S113,T117
S113,T912
S113,T1949
S113,T274
S113,T939
S113,T1654
S113,T402
S113,T1464
S113,T609
S113,T452
S742,T642
S742,T1474
S188,T742
S188,T629
S1036,T54
S314,T676
S314,T343
S1103,T306
S1103,T343
S1103,T715
S141,T993
S141,T2055
S141,T2043
S141,T1779
S141,T2101
S141,T1506
S141,T2030
S141,T709
S141,T1704
S481,T993
S38,T343
S38,T1688
S38,T1381
S38,T1210
S38,T365
S38,T227
S38,T1179
S711,T1892
S1411,T2067
S878,T1071
S878,T1741
S878,T1094
S878,T522
S878,T103
S878,T150
S878,T1316
S878,T365
S878,T1903
S878,T405
S878,T1568
S878,T2052
S878,T1945
S878,T926
S878,T1193
S878,T1789
S878,T636
S878,T286
S878,T1471
S878,T1390
S878,T1352
S878,T574
S878,T536
S878,T513
S878,T752
S878,T381
S878,T398
S1787,T998
S1787,T957
S90,T957
S90,T1461
S671,T769
S2097,T1975
S871,T1942
S841,T943
S841,T978
S841,T1306
S1134,T841
S1134,T343
S1134,T1651
S1134,T1996
S1134,T1704
S1134,T838
S1134,T1633
S1134,T1707
S1134,T1458
S1134,T1176
S693,T1785
S1946,T355
S355,T1023
S285,T1913
S285,T285
S285,T2047
S285,T2059
S285,T736
S285,T1007
S285,T367
S285,T971
S285,T739
S285,T847
S285,T328
S285,T2107
S285,T829
S285,T1450
S285,T1986
S1397,T1890
S1760,T453
S2023,T718
S2023,T581
S1496,T802
S1839,T1517
S1839,T718
S1839,T710
S1839,T1505
S1839,T2004
S1839,T1793
S2012,T998
S594,T893
S92,T153
S92,T1454
S1504,T734
S1504,T1696
S1391,T1696
S1391,T1504
S1391,T115
S1391,T533
S1391,T734
S1391,T1470
S1391,T327
S1391,T260
S659,T508
S103,T978
S1637,T2052
S1470,T1819
S1073,T2015
S1073,T1799
S1073,T1785
S1073,T1575
S1104,T103
S1104,T878
S1104,T513
S1172,T1492
S57,T1492
S1611,T1503
S1611,T2016
S1611,T1975
S1398,T130
S1398,T924
S1398,T1799
S1398,T1736
S1398,T1577
S156,T1741
S156,T277
S156,T842
S156,T1651
S156,T1381
S156,T1890
S156,T978
S156,T343
S156,T482
S156,T1134
S156,T457
S156,T264
S156,T909
S156,T952
S156,T734
S1232,T277
S1232,T1692
S1232,T1381
S1232,T363
S1232,T1561
S1232,T343
S1232,T294
S675,T1785
S79,T802
S79,T1785
S1281,T968
S172,T506
S172,T256
S172,T969
S172,T1757
S172,T1390
S172,T987
S172,T2018
S172,T1797
S172,T249
S172,T265
S172,T1478
S172,T1004
S172,T463
S172,T1604
S1256,T343
S294,T1134
S294,T1381
S294,T343
S1376,T1785
S1862,T1854
S1603,T1697
S1600,T1600
S310,T522
S310,T1637
S310,T449
S310,T1600
S668,T743
S1507,T323
S1507,T2049
S2043,T993
S381,T766
S1255,T1785
S1255,T610
S1255,T1814
S1358,T669
S1283,T1358
S1283,T669
S849,T1633
S849,T1996
S849,T510
S288,T551
S288,T2075
S288,T1517
S147,T547
S147,T1959
S147,T1806
S147,T567
S147,T1797
S147,T306
S1980,T2021
S1105,T667
S1105,T391
S1105,T363
S1105,T1085
S1105,T947
S479,T1343
S479,T987
S479,T1738
S479,T1757
S479,T1846
S479,T1599
S479,T1004
S158,T432
S158,T1212
S365,T1473
S365,T1133
S365,T1939
S682,T769
S1588,T742
S584,T584
S290,T1637
S703,T1272
S513,T497
S513,T2101
S513,T2044
S513,T953
S1345,T1351
S88,T360
S88,T285
S88,T2054
S88,T1957
S88,T713
S88,T1331
S1279,T1891
S1279,T2023
S1279,T1924
S1806,T49
S1806,T306
S1806,T613
S1806,T1390
S1806,T849
S1806,T756
S1806,T1959
S49,T1809
S49,T636
S49,T497
S49,T1473
S49,T849
S49,T343
S49,T1905
S49,T1693
S1959,T1865
S1959,T1014
S567,T1014
S81,T343
S81,T1314
S501,T1885
S1414,T800
S17,T1623
S17,T397
S17,T1601
S17,T564
S218,T2032
S1519,T451
S32,T1516
S32,T211
S32,T774
S32,T799
S32,T1623
S32,T2062
S656,T993
S40,T1096
S40,T585
S40,T987
S40,T1763
S40,T1846
S181,T1489
S1205,T180
S1205,T984
S1205,T1013
S1032,T849
S1032,T294
S1032,T1179
S900,T1562
S1383,T1479
S1383,T68
S1383,T1779
S1383,T1884
S1383,T1892
S1383,T1671
S1383,T890
S781,T1952
S781,T1904
S205,T2012
S205,T619
S677,T942
S677,T943
S677,T277
S677,T320
S677,T1651
S677,T343
S677,T800
S677,T1134
S1859,T763
S1128,T1859
S1695,T652
S1695,T88
S1336,T1782
S1336,T258
S229,T790
S751,T1170
S751,T877
S751,T786
S751,T1922
S400,T1922
S266,T354
S266,T2072
S800,T1019
S227,T1771
S673,T1337
S2099,T971
S713,T955
S396,T2099
S182,T678
S182,T2063
S182,T1930
S182,T1223
S182,T1736
S182,T1383
S182,T1562
S1797,T1746
S1797,T707
S1797,T567
S1797,T1651
S1797,T884
S1797,T1281
S1797,T1451
S1797,T1860
S1797,T1959
S1797,T1645
S1797,T828
S1797,T1806
S1797,T841
S1797,T1622
S1797,T1004
S352,T1842
S352,T1638
S352,T258
S352,T606
S1926,T2062
S2018,T1014
S518,T1417
S518,T961
S518,T718
S1417,T1942
S1417,T961
S1408,T133
S1408,T1891
S961,T961
S15,T1417
S15,T961
S15,T704
S704,T1942
S704,T961
S1712,T993
S1712,T936
S1589,T1624
S1577,T1736
S1577,T1577
S1577,T130
S1577,T645
S645,T924
S718,T1988
S718,T806
S718,T641
S718,T966
S718,T794
S1298,T2057
S1298,T1975
S1318,T256
S1318,T987
S1318,T1846
S508,T2079
S508,T2022
S508,T1657
S453,T1686
S582,T2081
S582,T1995
S582,T745
S582,T644
S683,T800
S683,T1002
S444,T1002
S444,T683
S219,T1517
S882,T1367
S882,T970
S882,T2054
S882,T893
S882,T2095
S1663,T2059
S1663,T2099
S347,T1005
S347,T2040
S347,T818
S547,T1628
S547,T636
S547,T1772
S547,T905
S1972,T951
S466,T1640
S466,T1553
S466,T1517
S1750,T1919
S1282,T255
S1282,T2062
S1282,T774
S1282,T944
S323,T584
S323,T452
S323,T1470
S323,T1679
S323,T1696
S543,T919
S919,T970
S1924,T1988
S1924,T1517
S1924,T806
S1924,T1839
S1924,T710
S1924,T794
S353,T1924
S353,T1517
S258,T882
S258,T2069
S258,T1011
S1793,T1940
S884,T968
S1184,T277
S1184,T584
S1184,T1561
S1184,T343
S1184,T510
S1965,T1977
S363,T1094
S363,T904
S363,T1381
S363,T356
S363,T770
S363,T1720
S363,T726
S363,T1985
S363,T898
S363,T1352
S363,T343
S1349,T749
S1349,T258
S1349,T1833
S1452,T2050
S1612,T1755
S394,T1691
S394,T496
S394,T1975
S394,T1006
S64,T2057
S64,T394
S64,T298
S64,T1691
S64,T496
S64,T1955
S538,T1980
S538,T2021
S538,T602
S248,T443
S248,T1943
S360,T882
S360,T1735
S360,T885
S360,T893
S1143,T1437
S1143,T1922
S1143,T1402
S1143,T731
S1779,T2101
S1779,T1558
S160,T2046
S160,T114
S160,T1664
S160,T1671
S160,T511
S160,T1779
S160,T723
S160,T1976
S160,T726
S160,T1855
S160,T1754
S160,T1725
S1524,T1779
S1524,T1664
S1524,T726
S1524,T1671
S1524,T1725
S695,T756
S1099,T1748
S1099,T409
S1099,T466
S1099,T617
S1099,T675
S1099,T1202
S1099,T1878
S1099,T806
S1099,T92
S1099,T1505
S1666,T614
S1666,T2050
S1088,T776
S1088,T1901
S1088,T2003
S1088,T2017
S1102,T306
S1102,T343
S1102,T585
S1102,T1797
S1102,T1179
S546,T135
S1390,T343
S1390,T1779
S1390,T585
S1390,T987
S1390,T1959
S1390,T1809
S1390,T1687
S1390,T1599
S1390,T1945
S1390,T726
S1390,T849
S1390,T1306
S1390,T1746
S1390,T1451
S1390,T1671
S1390,T556
S1390,T1693
S1390,T1529
S1390,T2010
S306,T343
S306,T884
S306,T1890
S306,T1865
S306,T1390
S306,T556
S306,T2018
S306,T1959
S306,T1746
S306,T968
S306,T567
S306,T450
S306,T841
S306,T613
S306,T1529
S1098,T1680
S1098,T968
S1098,T884
S1098,T1390
S1098,T249
S1098,T260
S1098,T1809
S1098,T1692
S1098,T156
S1098,T1953
S1098,T747
S1098,T2018
S1098,T506
S1098,T567
S1098,T1604
S1098,T1451
S1098,T556
S1098,T1529
S1098,T1425
S1098,T1184
S1098,T346
S1098,T1478
S1098,T1561
S1098,T1757
S1098,T74
S1098,T1004
S556,T1680
S556,T2018
S968,T1002
S1272,T1049
S1272,T893
S1272,T1570
S1341,T553
S247,T403
S247,T800
S247,T1381
S247,T629
S247,T343
S247,T1134
S269,T1002
S1707,T269
S1707,T1002
S1707,T2093
S1483,T269
S1483,T1707
S311,T742
S311,T253
S311,T1925
S356,T343
S356,T351
S2104,T1988
S505,T1922
S1997,T1604
S1997,T506
S1997,T256
S1997,T1451
S1997,T585
S1997,T1098
S1997,T1797
S1997,T707
S1997,T1101
S1997,T249
S1997,T1478
S1997,T1846
S1997,T1757
S1997,T1004
S1296,T673
S1296,T519
S1564,T883
S1564,T519
S1564,T688
S124,T416
S124,T1367
S1777,T946
S1197,T267
S1197,T1777
S1197,T1912
S1197,T1924
S1620,T720
S1620,T1785
S566,T1562
S566,T900
S545,T258
S1970,T1476
S1970,T1558
S1970,T503
S1970,T343
S1476,T1558
S1476,T503
S1882,T1785
S1882,T806
S1285,T679
S1285,T535
S1285,T1785
S1285,T1882
S324,T1333
S324,T1549
S324,T119
S522,T547
S522,T1650
S522,T1637
S522,T752
S522,T1840
S522,T726
S522,T848
S522,T1600
S1400,T1135
S1218,T535
S1218,T990
S1218,T1554
S1218,T1285
S1218,T1882
S1892,T1528
S1892,T1961
S529,T2066
S529,T1753
S640,T1785
S640,T806
S1178,T769
S117,T343
S1425,T1890
S1425,T978
S1425,T952
S1451,T1604
S1451,T506
S1451,T1645
S1451,T707
S1451,T1478
S1451,T965
S1451,T1757
S1451,T1004
S1117,T1049
S1117,T1272
S1117,T383
S1117,T1639
S1117,T1400
S1049,T1639
S1049,T1863
S397,T1589
S397,T1869
S397,T2065
S397,T1916
S397,T423
S397,T619
S397,T546
S1058,T1286
S1058,T446
S1058,T1551
S1058,T1352
S260,T277
S1427,T729
S204,T332
S204,T204
S204,T586
S1788,T412
S1788,T586
S1253,T1785
S1253,T586
S1153,T1785
S1245,T363
S1245,T2068
S1245,T1674
S1245,T159
S793,T1949
S793,T1890
S793,T976
S793,T1327
S213,T1620
S1346,T884
S1461,T957
S1461,T1496
S1461,T1141
S503,T2101
S503,T726
S503,T1558
S1664,T993
S1664,T1923
S1664,T1779
S1664,T2101
S1664,T770
S1664,T979
S1664,T1725
S953,T2044
S1773,T838
S1773,T1425
S1773,T247
S1773,T156
S1773,T687
S1773,T343
S1773,T1474
S1773,T1429
S629,T629
S629,T800
S1449,T1005
S1449,T598
S1449,T2040
S1449,T818
S1702,T1785
S1702,T743
S480,T1002
S480,T1819
S1654,T1553
S1654,T1919
S1654,T1700
S499,T2055
S499,T1442
S499,T636
S499,T664
S499,T1552
S499,T114
S499,T958
S499,T1193
S499,T1713
S499,T981
S499,T123
S752,T2055
S752,T905
S752,T958
S752,T908
S752,T947
S752,T981
S1838,T296
S446,T460
S446,T1493
S1354,T1807
S223,T1785
S564,T2028
S564,T2075
S564,T1505
S564,T1785
S126,T1528
S126,T815
S194,T2098
S194,T1255
S632,T2066
S632,T1753
S2066,T2066
S2066,T1753
S823,T2062
S272,T885
S272,T1435
S1180,T1664
S1180,T2101
S1316,T993
S1316,T1094
S485,T505
S1352,T513
S1352,T1551
S1352,T884
S1352,T726
S1352,T734
S1352,T343
S1484,T1002
S1429,T1890
S1429,T978
S1429,T687
S1429,T952
S1429,T1425
S1429,T563
S1890,T978
S1890,T952
S1678,T1742
S99,T882
S99,T1522
S99,T208
S1489,T882
S1489,T1522
S1089,T1550
S1089,T1614
S1089,T932
S1089,T1018
S1089,T957
S1089,T1603
S702,T737
S702,T2069
S208,T882
S208,T2098
S208,T675
S208,T1548
S208,T1957
S208,T1785
S208,T599
S208,T931
S208,T1799
S208,T1620
S208,T2095
S208,T744
S208,T1954
S208,T1489
S599,T1799
S599,T1620
S599,T1957
S599,T1785
S599,T2095
S54,T768
S54,T82
S1876,T2066
S1876,T1753
S1876,T903
S1684,T826
S1643,T651
S1329,T793
S1329,T1396
S429,T1785
S1210,T1713
S1210,T227
S1210,T855
S1210,T1026
S1210,T1809
S1210,T162
S1210,T1426
S1210,T916
S1206,T49
S1206,T1809
S1206,T365
S874,T970
S234,T739
S736,T874
S736,T923
S1151,T1491
S1151,T258
S336,T1491
S336,T258
S37,T1132
S37,T1503
S37,T2016
S37,T504
S562,T882
S562,T2101
S1953,T1953
S746,T946
S1795,T1779
S790,T2050
S790,T802
S1785,T824
S1785,T1952
S1785,T794
S1785,T1989
S1785,T946
S1785,T1894
S1785,T774
S1785,T1870
S1785,T1835
S1785,T955
S1785,T2094
S1785,T897
S1785,T1904
S1785,T1023
S1785,T746
S1785,T507
S1785,T2104
S1785,T781
S1799,T790
S1799,T1989
S1799,T130
S1799,T794
S1539,T1267
S1539,T229
S1539,T790
S1191,T1962
S1191,T660
S1191,T258
S423,T686
S692,T692
S1235,T1948
S1235,T431
S1235,T553
S1235,T1441
S1235,T1272
S1235,T261
S1235,T635
S1235,T1135
S5,T1357
S762,T712
S762,T1702
S579,T970
S579,T1838
S1347,T632
S1347,T2066
S1347,T1753
S255,T1812
S449,T550
S449,T1538
S449,T449
S449,T522
S449,T1824
S449,T571
S449,T541
S449,T1820
S1387,T1021
S1387,T1361
S1387,T716
S1387,T762
S1361,T2013
S1957,T882
S1957,T2095
S298,T1691
S298,T394
S298,T1975
S1975,T2090
S1975,T2057
S1975,T868
S1975,T835
S1975,T906
S1975,T782
S239,T341
S239,T1404
S166,T453
S1200,T277
S1200,T1232
S1419,T1654
S1419,T939
S191,T397
S191,T1393
S191,T1653
S1237,T1517
S1237,T564
S1237,T353
S1190,T2058
S1190,T552
S1190,T522
S1190,T1877
S1190,T2009
S1190,T199
S1190,T207
S1190,T1359
S1190,T293
S1190,T1545
S1357,T1924
S1357,T554
S1357,T917
S1357,T258
S775,T837
S1854,T957
S818,T1005
S376,T1549
S628,T2059
S628,T874
S114,T1524
S114,T1094
S114,T667
S114,T1113
S114,T1741
S114,T388
S114,T1605
S114,T1390
S221,T481
S221,T1368
S221,T1679
S221,T1696
S1821,T1985
S131,T920
S131,T1017
S1792,T882
S1792,T920
S1474,T800
S1474,T1945
S1474,T498
S1474,T1953
S1420,T995
S1420,T880
S1878,T889
S1947,T343
S432,T734
S1212,T432
S1853,T1779
S726,T1779
S726,T1844
S726,T1923
S726,T1725
S726,T981
S1333,T1616
S1333,T581
S660,T258
S1515,T978
S1515,T952
S687,T978
S687,T952
S1472,T429
S1280,T614
S1280,T1884
S345,T553
S606,T702
S606,T258
S606,T776
S606,T1782
S606,T651
S606,T781
S606,T737
S606,T1011
S930,T130
S1582,T2059
S1582,T213
S1264,T2018
S1494,T882
S1463,T1821
S1196,T1633
S1196,T715
S1196,T1996
S1196,T1458
S1196,T1134
S1332,T1881
S557,T720
S1404,T799
S1404,T1282
S1404,T774
S1404,T2062
S198,T1742
S198,T774
S1542,T538
S1505,T1517
S1505,T641
S1505,T2104
S1505,T919
S101,T813
S101,T1357
S1307,T1045
S1307,T475
